person_number,year,walk
A03711,4,NotAttend
A03711,5,NotAttend
A03712,1,NotAttend
A03712,2,NotAttend
A03712,3,NotAttend
A03712,4,NotAttend
A03712,5,NotAttend
A03713,1,NotAttend
A03713,2,attend
A03713,3,NotAttend
A03713,4,attend
A03713,5,NotAttend
A03714,1,NotAttend
A03714,2,NotAttend
A03714,3,NotAttend
A03714,4,NotAttend
A03714,5,attend
A03715,1,NotAttend
A03715,2,NotAttend
A03715,3,NotAttend
A03715,4,NotAttend
A03715,5,attend
A03716,1,NotAttend
A03716,2,NotAttend
A03716,3,NotAttend
A03716,4,attend
A03716,5,attend
A03717,1,NotAttend
A03717,2,NotAttend
A03717,3,NotAttend
A03717,4,NotAttend
A03717,5,NotAttend
A03718,1,NotAttend
A03718,2,NotAttend
A03718,3,NotAttend
A03718,4,attend
A03718,5,NotAttend
A03719,1,attend
A03719,2,NotAttend
A03719,3,NotAttend
A03719,4,NotAttend
A03719,5,NotAttend
A03720,1,NotAttend
A03720,2,NotAttend
A03720,3,NotAttend
A03720,4,NotAttend
A03720,5,NotAttend
A03721,1,NotAttend
A03721,2,attend
A03721,3,NotAttend
A03721,4,NotAttend
A03721,5,NotAttend
A03722,1,NotAttend
A03722,2,NotAttend
A03722,3,NotAttend
A03722,4,NotAttend
A03722,5,NotAttend
A03723,1,NotAttend
A03723,2,NotAttend
A03723,3,NotAttend
A03723,4,NotAttend
A03723,5,NotAttend
A03724,1,NotAttend
A03724,2,NotAttend
A03724,3,NotAttend
A03724,4,NotAttend
A03724,5,attend
A03725,1,attend
A03725,2,attend
A03725,3,NotAttend
A03725,4,NotAttend
A03725,5,NotAttend
A03726,1,NotAttend
A03726,2,attend
A03726,3,NotAttend
A03726,4,NotAttend
A03726,5,NotAttend
A03727,1,NotAttend
A03727,2,NotAttend
A03727,3,NotAttend
A03727,4,NotAttend
A03727,5,attend
A03728,1,NotAttend
A03728,2,NotAttend
A03728,3,NotAttend
A03728,4,NotAttend
A03728,5,NotAttend
A03729,1,NotAttend
A03729,2,NotAttend
A03729,3,attend
A03729,4,NotAttend
A03729,5,NotAttend
A03730,1,NotAttend
A03730,2,NotAttend
A03730,3,NotAttend
A03730,4,NotAttend
A03730,5,NotAttend
A03731,1,attend
A03731,2,attend
A03731,3,attend
A03731,4,NotAttend
A03731,5,NotAttend
A03732,1,NotAttend
A03732,2,NotAttend
A03732,3,NotAttend
A03732,4,NotAttend
A03732,5,NotAttend
A03733,1,attend
A03733,2,NotAttend
A03733,3,NotAttend
A03733,4,NotAttend
A03733,5,NotAttend
A03734,1,NotAttend
A03734,2,NotAttend
A03734,3,NotAttend
A03734,4,NotAttend
A03734,5,NotAttend
A03735,1,NotAttend
A03735,2,NotAttend
A03735,3,NotAttend
A03735,4,NotAttend
A03735,5,NotAttend
A03736,1,NotAttend
A03736,2,NotAttend
A03736,3,NotAttend
A03736,4,NotAttend
A03736,5,NotAttend
A03737,1,NotAttend
A03737,2,attend
A03737,3,NotAttend
A03737,4,NotAttend
A03737,5,attend
A03738,1,attend
A03738,2,NotAttend
A03738,3,NotAttend
A03738,4,NotAttend
A03738,5,NotAttend
A03739,1,NotAttend
A03739,2,NotAttend
A03739,3,NotAttend
A03739,4,NotAttend
A03739,5,NotAttend
A03740,1,attend
A03740,2,attend
A03740,3,NotAttend
A03740,4,attend
A03740,5,NotAttend
A03741,1,NotAttend
A03741,2,NotAttend
A03741,3,NotAttend
A03741,4,NotAttend
A03741,5,NotAttend
A03742,1,attend
A03742,2,NotAttend
A03742,3,NotAttend
A03742,4,NotAttend
A03742,5,NotAttend
A03743,1,NotAttend
A03743,2,attend
A03743,3,NotAttend
A03743,4,NotAttend
A03743,5,NotAttend
A03744,1,NotAttend
A03744,2,NotAttend
A03744,3,NotAttend
A03744,4,NotAttend
A03744,5,NotAttend
A03745,1,attend
A03745,2,NotAttend
A03745,3,NotAttend
A03745,4,NotAttend
A03745,5,NotAttend
A03746,1,NotAttend
A03746,2,NotAttend
A03746,3,NotAttend
A03746,4,NotAttend
A03746,5,NotAttend
A03747,1,NotAttend
A03747,2,attend
A03747,3,NotAttend
A03747,4,NotAttend
A03747,5,NotAttend
A03748,1,NotAttend
A03748,2,NotAttend
A03748,3,NotAttend
A03748,4,NotAttend
A03748,5,attend
A03749,1,NotAttend
A03749,2,NotAttend
A03749,3,NotAttend
A03749,4,attend
A03749,5,NotAttend
A03750,1,NotAttend
A03750,2,NotAttend
A03750,3,NotAttend
A03750,4,NotAttend
A03750,5,NotAttend
A03751,1,NotAttend
A03751,2,NotAttend
A03751,3,NotAttend
A03751,4,NotAttend
A03751,5,NotAttend
A03752,1,attend
A03752,2,NotAttend
A03752,3,NotAttend
A03752,4,NotAttend
A03752,5,NotAttend
A03753,1,attend
A03753,2,NotAttend
A03753,3,NotAttend
A03753,4,NotAttend
A03753,5,NotAttend
A03754,1,NotAttend
A03754,2,NotAttend
A03754,3,NotAttend
A03754,4,NotAttend
A03754,5,NotAttend
A03755,1,attend
A03755,2,NotAttend
A03755,3,NotAttend
A03755,4,NotAttend
A03755,5,NotAttend
A03756,1,NotAttend
A03756,2,NotAttend
A03756,3,NotAttend
A03756,4,NotAttend
A03756,5,NotAttend
A03757,1,NotAttend
A03757,2,NotAttend
A03757,3,NotAttend
A03757,4,NotAttend
A03757,5,NotAttend
A03758,1,NotAttend
A03758,2,NotAttend
A03758,3,NotAttend
A03758,4,NotAttend
A03758,5,NotAttend
A03759,1,attend
A03759,2,NotAttend
A03759,3,NotAttend
A03759,4,NotAttend
A03759,5,NotAttend
A03760,1,NotAttend
A03760,2,NotAttend
A03760,3,attend
A03760,4,attend
A03760,5,NotAttend
A03761,1,attend
A03761,2,NotAttend
A03761,3,NotAttend
A03761,4,NotAttend
A03761,5,NotAttend
A03762,1,NotAttend
A03762,2,NotAttend
A03762,3,NotAttend
A03762,4,NotAttend
A03762,5,NotAttend
A03763,1,attend
A03763,2,NotAttend
A03763,3,NotAttend
A03763,4,NotAttend
A03763,5,NotAttend
A03764,1,NotAttend
A03764,2,NotAttend
A03764,3,NotAttend
A03764,4,NotAttend
A03764,5,NotAttend
A03765,1,NotAttend
A03765,2,NotAttend
A03765,3,NotAttend
A03765,4,NotAttend
A03765,5,NotAttend
A03766,1,NotAttend
A03766,2,NotAttend
A03766,3,NotAttend
A03766,4,attend
A03766,5,NotAttend
A03767,1,NotAttend
A03767,2,NotAttend
A03767,3,NotAttend
A03767,4,NotAttend
A03767,5,NotAttend
A03768,1,attend
A03768,2,attend
A03768,3,NotAttend
A03768,4,NotAttend
A03768,5,NotAttend
A03769,1,attend
A03769,2,attend
A03769,3,NotAttend
A03769,4,NotAttend
A03769,5,attend
A03770,1,NotAttend
A03770,2,NotAttend
A03770,3,NotAttend
A03770,4,NotAttend
A03770,5,NotAttend
A03771,1,attend
A03771,2,NotAttend
A03771,3,NotAttend
A03771,4,attend
A03771,5,attend
A03772,1,NotAttend
A03772,2,NotAttend
A03772,3,NotAttend
A03772,4,NotAttend
A03772,5,NotAttend
A03773,1,NotAttend
A03773,2,attend
A03773,3,NotAttend
A03773,4,NotAttend
A03773,5,NotAttend
A03774,1,NotAttend
A03774,2,NotAttend
A03774,3,NotAttend
A03774,4,NotAttend
A03774,5,NotAttend
A03775,1,NotAttend
A03775,2,NotAttend
A03775,3,attend
A03775,4,attend
A03775,5,NotAttend
A03776,1,NotAttend
A03776,2,NotAttend
A03776,3,NotAttend
A03776,4,NotAttend
A03776,5,NotAttend
A03777,1,NotAttend
A03777,2,NotAttend
A03777,3,NotAttend
A03777,4,NotAttend
A03777,5,NotAttend
A03778,1,NotAttend
A03778,2,NotAttend
A03778,3,NotAttend
A03778,4,NotAttend
A03778,5,NotAttend
A03779,1,attend
A03779,2,NotAttend
A03779,3,NotAttend
A03779,4,NotAttend
A03779,5,NotAttend
A03780,1,NotAttend
A03780,2,NotAttend
A03780,3,NotAttend
A03780,4,NotAttend
A03780,5,NotAttend
A03781,1,attend
A03781,2,NotAttend
A03781,3,NotAttend
A03781,4,NotAttend
A03781,5,attend
A03782,1,NotAttend
A03782,2,NotAttend
A03782,3,NotAttend
A03782,4,NotAttend
A03782,5,NotAttend
A03783,1,NotAttend
A03783,2,NotAttend
A03783,3,NotAttend
A03783,4,NotAttend
A03783,5,NotAttend
A03784,1,NotAttend
A03784,2,NotAttend
A03784,3,NotAttend
A03784,4,attend
A03784,5,NotAttend
A03785,1,NotAttend
A03785,2,NotAttend
A03785,3,NotAttend
A03785,4,NotAttend
A03785,5,NotAttend
A03786,1,NotAttend
A03786,2,NotAttend
A03786,3,attend
A03786,4,NotAttend
A03786,5,NotAttend
A03787,1,NotAttend
A03787,2,NotAttend
A03787,3,NotAttend
A03787,4,NotAttend
A03787,5,attend
A03788,1,NotAttend
A03788,2,NotAttend
A03788,3,NotAttend
A03788,4,attend
A03788,5,NotAttend
A03789,1,NotAttend
A03789,2,NotAttend
A03789,3,attend
A03789,4,NotAttend
A03789,5,NotAttend
A03790,1,NotAttend
A03790,2,NotAttend
A03790,3,attend
A03790,4,NotAttend
A03790,5,NotAttend
A03791,1,NotAttend
A03791,2,NotAttend
A03791,3,NotAttend
A03791,4,NotAttend
A03791,5,NotAttend
A03792,1,NotAttend
A03792,2,NotAttend
A03792,3,NotAttend
A03792,4,NotAttend
A03792,5,NotAttend
A03793,1,attend
A03793,2,NotAttend
A03793,3,NotAttend
A03793,4,NotAttend
A03793,5,NotAttend
A03794,1,NotAttend
A03794,2,NotAttend
A03794,3,attend
A03794,4,NotAttend
A03794,5,NotAttend
A03795,1,NotAttend
A03795,2,NotAttend
A03795,3,NotAttend
A03795,4,NotAttend
A03795,5,NotAttend
A03796,1,NotAttend
A03796,2,NotAttend
A03796,3,NotAttend
A03796,4,NotAttend
A03796,5,NotAttend
A03797,1,NotAttend
A03797,2,NotAttend
A03797,3,attend
A03797,4,NotAttend
A03797,5,NotAttend
A03798,1,NotAttend
A03798,2,attend
A03798,3,NotAttend
A03798,4,NotAttend
A03798,5,NotAttend
A03799,1,NotAttend
A03799,2,NotAttend
A03799,3,NotAttend
A03799,4,NotAttend
A03799,5,NotAttend
A03800,1,NotAttend
A03800,2,NotAttend
A03800,3,NotAttend
A03800,4,NotAttend
A03800,5,NotAttend
A03801,1,NotAttend
A03801,2,NotAttend
A03801,3,NotAttend
A03801,4,NotAttend
A03801,5,NotAttend
A03802,1,NotAttend
A03802,2,NotAttend
A03802,3,attend
A03802,4,NotAttend
A03802,5,NotAttend
A03803,1,NotAttend
A03803,2,NotAttend
A03803,3,NotAttend
A03803,4,attend
A03803,5,NotAttend
A03804,1,NotAttend
A03804,2,NotAttend
A03804,3,NotAttend
A03804,4,NotAttend
A03804,5,NotAttend
A03805,1,NotAttend
A03805,2,NotAttend
A03805,3,NotAttend
A03805,4,NotAttend
A03805,5,NotAttend
A03806,1,NotAttend
A03806,2,NotAttend
A03806,3,NotAttend
A03806,4,NotAttend
A03806,5,NotAttend
A03807,1,NotAttend
A03807,2,NotAttend
A03807,3,NotAttend
A03807,4,NotAttend
A03807,5,NotAttend
A03808,1,NotAttend
A03808,2,NotAttend
A03808,3,NotAttend
A03808,4,NotAttend
A03808,5,NotAttend
A03809,1,NotAttend
A03809,2,NotAttend
A03809,3,NotAttend
A03809,4,NotAttend
A03809,5,NotAttend
A03810,1,NotAttend
A03810,2,NotAttend
A03810,3,NotAttend
A03810,4,NotAttend
A03810,5,NotAttend
A03811,1,NotAttend
A03811,2,NotAttend
A03811,3,NotAttend
A03811,4,NotAttend
A03811,5,NotAttend
A03812,1,NotAttend
A03812,2,NotAttend
A03812,3,NotAttend
A03812,4,NotAttend
A03812,5,attend
A03813,1,NotAttend
A03813,2,NotAttend
A03813,3,NotAttend
A03813,4,NotAttend
A03813,5,attend
A03814,1,NotAttend
A03814,2,NotAttend
A03814,3,NotAttend
A03814,4,NotAttend
A03814,5,NotAttend
A03815,1,attend
A03815,2,NotAttend
A03815,3,NotAttend
A03815,4,NotAttend
A03815,5,NotAttend
A03816,1,NotAttend
A03816,2,NotAttend
A03816,3,NotAttend
A03816,4,NotAttend
A03816,5,attend
A03817,1,attend
A03817,2,NotAttend
A03817,3,NotAttend
A03817,4,attend
A03817,5,NotAttend
A03818,1,NotAttend
A03818,2,NotAttend
A03818,3,attend
A03818,4,NotAttend
A03818,5,NotAttend
A03819,1,NotAttend
A03819,2,NotAttend
A03819,3,NotAttend
A03819,4,attend
A03819,5,NotAttend
A03820,1,NotAttend
A03820,2,attend
A03820,3,NotAttend
A03820,4,NotAttend
A03820,5,attend
A03821,1,attend
A03821,2,NotAttend
A03821,3,NotAttend
A03821,4,NotAttend
A03821,5,NotAttend
A03822,1,attend
A03822,2,attend
A03822,3,NotAttend
A03822,4,NotAttend
A03822,5,NotAttend
A03823,1,NotAttend
A03823,2,NotAttend
A03823,3,attend
A03823,4,NotAttend
A03823,5,attend
A03824,1,NotAttend
A03824,2,attend
A03824,3,NotAttend
A03824,4,NotAttend
A03824,5,NotAttend
A03825,1,attend
A03825,2,NotAttend
A03825,3,NotAttend
A03825,4,NotAttend
A03825,5,attend
A03826,1,NotAttend
A03826,2,NotAttend
A03826,3,NotAttend
A03826,4,NotAttend
A03826,5,NotAttend
A03827,1,NotAttend
A03827,2,NotAttend
A03827,3,NotAttend
A03827,4,NotAttend
A03827,5,NotAttend
A03828,1,NotAttend
A03828,2,NotAttend
A03828,3,attend
A03828,4,NotAttend
A03828,5,NotAttend
A03829,1,NotAttend
A03829,2,attend
A03829,3,NotAttend
A03829,4,attend
A03829,5,attend
A03830,1,NotAttend
A03830,2,NotAttend
A03830,3,NotAttend
A03830,4,NotAttend
A03830,5,NotAttend
A03831,1,attend
A03831,2,NotAttend
A03831,3,NotAttend
A03831,4,NotAttend
A03831,5,attend
A03832,1,NotAttend
A03832,2,attend
A03832,3,NotAttend
A03832,4,NotAttend
A03832,5,NotAttend
A03833,1,NotAttend
A03833,2,NotAttend
A03833,3,NotAttend
A03833,4,NotAttend
A03833,5,NotAttend
A03834,1,attend
A03834,2,NotAttend
A03834,3,NotAttend
A03834,4,NotAttend
A03834,5,NotAttend
A03835,1,NotAttend
A03835,2,NotAttend
A03835,3,NotAttend
A03835,4,NotAttend
A03835,5,NotAttend
A03836,1,NotAttend
A03836,2,NotAttend
A03836,3,NotAttend
A03836,4,NotAttend
A03836,5,NotAttend
A03837,1,attend
A03837,2,NotAttend
A03837,3,NotAttend
A03837,4,NotAttend
A03837,5,NotAttend
A03838,1,NotAttend
A03838,2,NotAttend
A03838,3,NotAttend
A03838,4,NotAttend
A03838,5,NotAttend
A03839,1,NotAttend
A03839,2,NotAttend
A03839,3,NotAttend
A03839,4,NotAttend
A03839,5,NotAttend
A03840,1,NotAttend
A03840,2,NotAttend
A03840,3,NotAttend
A03840,4,NotAttend
A03840,5,NotAttend
A03841,1,NotAttend
A03841,2,NotAttend
A03841,3,attend
A03841,4,NotAttend
A03841,5,NotAttend
A03842,1,NotAttend
A03842,2,NotAttend
A03842,3,attend
A03842,4,NotAttend
A03842,5,NotAttend
A03843,1,NotAttend
A03843,2,NotAttend
A03843,3,attend
A03843,4,NotAttend
A03843,5,NotAttend
A03844,1,NotAttend
A03844,2,NotAttend
A03844,3,attend
A03844,4,NotAttend
A03844,5,NotAttend
A03845,1,NotAttend
A03845,2,NotAttend
A03845,3,NotAttend
A03845,4,NotAttend
A03845,5,NotAttend
A03846,1,NotAttend
A03846,2,NotAttend
A03846,3,NotAttend
A03846,4,NotAttend
A03846,5,NotAttend
A03847,1,NotAttend
A03847,2,NotAttend
A03847,3,attend
A03847,4,NotAttend
A03847,5,NotAttend
A03848,1,NotAttend
A03848,2,NotAttend
A03848,3,NotAttend
A03848,4,NotAttend
A03848,5,NotAttend
A03849,1,NotAttend
A03849,2,NotAttend
A03849,3,NotAttend
A03849,4,attend
A03849,5,NotAttend
A03850,1,NotAttend
A03850,2,NotAttend
A03850,3,NotAttend
A03850,4,attend
A03850,5,NotAttend
A03851,1,NotAttend
A03851,2,NotAttend
A03851,3,attend
A03851,4,attend
A03851,5,NotAttend
A03852,1,NotAttend
A03852,2,NotAttend
A03852,3,attend
A03852,4,NotAttend
A03852,5,NotAttend
A03853,1,NotAttend
A03853,2,NotAttend
A03853,3,NotAttend
A03853,4,NotAttend
A03853,5,NotAttend
A03854,1,NotAttend
A03854,2,NotAttend
A03854,3,NotAttend
A03854,4,attend
A03854,5,NotAttend
A03855,1,NotAttend
A03855,2,NotAttend
A03855,3,NotAttend
A03855,4,NotAttend
A03855,5,NotAttend
A03856,1,NotAttend
A03856,2,attend
A03856,3,NotAttend
A03856,4,NotAttend
A03856,5,NotAttend
A03857,1,NotAttend
A03857,2,NotAttend
A03857,3,NotAttend
A03857,4,attend
A03857,5,attend
A03858,1,NotAttend
A03858,2,attend
A03858,3,NotAttend
A03858,4,NotAttend
A03858,5,NotAttend
A03859,1,NotAttend
A03859,2,attend
A03859,3,attend
A03859,4,NotAttend
A03859,5,NotAttend
A03860,1,NotAttend
A03860,2,NotAttend
A03860,3,NotAttend
A03860,4,NotAttend
A03860,5,NotAttend
A03861,1,NotAttend
A03861,2,NotAttend
A03861,3,attend
A03861,4,NotAttend
A03861,5,NotAttend
A03862,1,NotAttend
A03862,2,NotAttend
A03862,3,NotAttend
A03862,4,NotAttend
A03862,5,NotAttend
A03863,1,NotAttend
A03863,2,attend
A03863,3,NotAttend
A03863,4,NotAttend
A03863,5,NotAttend
A03864,1,NotAttend
A03864,2,NotAttend
A03864,3,NotAttend
A03864,4,NotAttend
A03864,5,NotAttend
A03865,1,NotAttend
A03865,2,NotAttend
A03865,3,attend
A03865,4,NotAttend
A03865,5,NotAttend
A03866,1,attend
A03866,2,attend
A03866,3,NotAttend
A03866,4,NotAttend
A03866,5,NotAttend
A03867,1,NotAttend
A03867,2,NotAttend
A03867,3,NotAttend
A03867,4,NotAttend
A03867,5,NotAttend
A03868,1,attend
A03868,2,NotAttend
A03868,3,NotAttend
A03868,4,NotAttend
A03868,5,NotAttend
A03869,1,NotAttend
A03869,2,attend
A03869,3,attend
A03869,4,NotAttend
A03869,5,attend
A03870,1,NotAttend
A03870,2,NotAttend
A03870,3,NotAttend
A03870,4,NotAttend
A03870,5,NotAttend
A03871,1,NotAttend
A03871,2,attend
A03871,3,NotAttend
A03871,4,NotAttend
A03871,5,NotAttend
A03872,1,NotAttend
A03872,2,NotAttend
A03872,3,NotAttend
A03872,4,NotAttend
A03872,5,NotAttend
A03873,1,NotAttend
A03873,2,NotAttend
A03873,3,NotAttend
A03873,4,NotAttend
A03873,5,NotAttend
A03874,1,NotAttend
A03874,2,NotAttend
A03874,3,NotAttend
A03874,4,NotAttend
A03874,5,NotAttend
A03875,1,NotAttend
A03875,2,NotAttend
A03875,3,NotAttend
A03875,4,NotAttend
A03875,5,NotAttend
A03876,1,NotAttend
A03876,2,NotAttend
A03876,3,NotAttend
A03876,4,NotAttend
A03876,5,NotAttend
A03877,1,NotAttend
A03877,2,NotAttend
A03877,3,NotAttend
A03877,4,NotAttend
A03877,5,NotAttend
A03878,1,NotAttend
A03878,2,NotAttend
A03878,3,NotAttend
A03878,4,NotAttend
A03878,5,NotAttend
A03879,1,NotAttend
A03879,2,NotAttend
A03879,3,NotAttend
A03879,4,NotAttend
A03879,5,NotAttend
A03880,1,NotAttend
A03880,2,NotAttend
A03880,3,attend
A03880,4,NotAttend
A03880,5,NotAttend
A03881,1,NotAttend
A03881,2,NotAttend
A03881,3,attend
A03881,4,attend
A03881,5,NotAttend
A03882,1,NotAttend
A03882,2,NotAttend
A03882,3,NotAttend
A03882,4,attend
A03882,5,attend
A03883,1,attend
A03883,2,NotAttend
A03883,3,NotAttend
A03883,4,attend
A03883,5,NotAttend
A03884,1,NotAttend
A03884,2,NotAttend
A03884,3,NotAttend
A03884,4,attend
A03884,5,NotAttend
A03885,1,NotAttend
A03885,2,NotAttend
A03885,3,NotAttend
A03885,4,NotAttend
A03885,5,NotAttend
A03886,1,NotAttend
A03886,2,NotAttend
A03886,3,NotAttend
A03886,4,NotAttend
A03886,5,NotAttend
A03887,1,NotAttend
A03887,2,NotAttend
A03887,3,NotAttend
A03887,4,NotAttend
A03887,5,NotAttend
A03888,1,NotAttend
A03888,2,NotAttend
A03888,3,NotAttend
A03888,4,NotAttend
A03888,5,NotAttend
A03889,1,NotAttend
A03889,2,NotAttend
A03889,3,NotAttend
A03889,4,attend
A03889,5,NotAttend
A03890,1,attend
A03890,2,NotAttend
A03890,3,attend
A03890,4,NotAttend
A03890,5,NotAttend
A03891,1,NotAttend
A03891,2,NotAttend
A03891,3,NotAttend
A03891,4,NotAttend
A03891,5,attend
A03892,1,NotAttend
A03892,2,NotAttend
A03892,3,NotAttend
A03892,4,NotAttend
A03892,5,NotAttend
A03893,1,NotAttend
A03893,2,attend
A03893,3,NotAttend
A03893,4,NotAttend
A03893,5,NotAttend
A03894,1,NotAttend
A03894,2,NotAttend
A03894,3,NotAttend
A03894,4,attend
A03894,5,NotAttend
A03895,1,NotAttend
A03895,2,NotAttend
A03895,3,attend
A03895,4,NotAttend
A03895,5,NotAttend
A03896,1,NotAttend
A03896,2,NotAttend
A03896,3,NotAttend
A03896,4,NotAttend
A03896,5,NotAttend
A03897,1,NotAttend
A03897,2,NotAttend
A03897,3,attend
A03897,4,NotAttend
A03897,5,NotAttend
A03898,1,NotAttend
A03898,2,NotAttend
A03898,3,NotAttend
A03898,4,NotAttend
A03898,5,NotAttend
A03899,1,NotAttend
A03899,2,NotAttend
A03899,3,NotAttend
A03899,4,attend
A03899,5,NotAttend
A03900,1,NotAttend
A03900,2,NotAttend
A03900,3,NotAttend
A03900,4,NotAttend
A03900,5,NotAttend
A03901,1,attend
A03901,2,NotAttend
A03901,3,NotAttend
A03901,4,NotAttend
A03901,5,attend
A03902,1,NotAttend
A03902,2,NotAttend
A03902,3,NotAttend
A03902,4,NotAttend
A03902,5,NotAttend
A03903,1,NotAttend
A03903,2,NotAttend
A03903,3,NotAttend
A03903,4,attend
A03903,5,NotAttend
A03904,1,NotAttend
A03904,2,NotAttend
A03904,3,NotAttend
A03904,4,NotAttend
A03904,5,attend
A03905,1,NotAttend
A03905,2,attend
A03905,3,NotAttend
A03905,4,NotAttend
A03905,5,NotAttend
A03906,1,NotAttend
A03906,2,NotAttend
A03906,3,NotAttend
A03906,4,NotAttend
A03906,5,NotAttend
A03907,1,NotAttend
A03907,2,attend
A03907,3,NotAttend
A03907,4,NotAttend
A03907,5,attend
A03908,1,NotAttend
A03908,2,NotAttend
A03908,3,NotAttend
A03908,4,NotAttend
A03908,5,NotAttend
A03909,1,attend
A03909,2,NotAttend
A03909,3,NotAttend
A03909,4,NotAttend
A03909,5,NotAttend
A03910,1,NotAttend
A03910,2,NotAttend
A03910,3,NotAttend
A03910,4,attend
A03910,5,NotAttend
A03911,1,attend
A03911,2,NotAttend
A03911,3,NotAttend
A03911,4,NotAttend
A03911,5,NotAttend
A03912,1,NotAttend
A03912,2,NotAttend
A03912,3,NotAttend
A03912,4,NotAttend
A03912,5,NotAttend
A03913,1,NotAttend
A03913,2,NotAttend
A03913,3,NotAttend
A03913,4,NotAttend
A03913,5,NotAttend
A03914,1,attend
A03914,2,NotAttend
A03914,3,NotAttend
A03914,4,NotAttend
A03914,5,NotAttend
A03915,1,attend
A03915,2,NotAttend
A03915,3,NotAttend
A03915,4,attend
A03915,5,NotAttend
A03916,1,NotAttend
A03916,2,NotAttend
A03916,3,NotAttend
A03916,4,NotAttend
A03916,5,NotAttend
A03917,1,NotAttend
A03917,2,NotAttend
A03917,3,NotAttend
A03917,4,NotAttend
A03917,5,NotAttend
A03918,1,attend
A03918,2,NotAttend
A03918,3,NotAttend
A03918,4,NotAttend
A03918,5,NotAttend
A03919,1,NotAttend
A03919,2,NotAttend
A03919,3,NotAttend
A03919,4,attend
A03919,5,NotAttend
A03920,1,NotAttend
A03920,2,NotAttend
A03920,3,NotAttend
A03920,4,NotAttend
A03920,5,attend
A03921,1,NotAttend
A03921,2,attend
A03921,3,NotAttend
A03921,4,NotAttend
A03921,5,NotAttend
A03922,1,attend
A03922,2,NotAttend
A03922,3,NotAttend
A03922,4,NotAttend
A03922,5,NotAttend
A03923,1,NotAttend
A03923,2,NotAttend
A03923,3,NotAttend
A03923,4,NotAttend
A03923,5,attend
A03924,1,NotAttend
A03924,2,NotAttend
A03924,3,attend
A03924,4,NotAttend
A03924,5,NotAttend
A03925,1,NotAttend
A03925,2,attend
A03925,3,NotAttend
A03925,4,attend
A03925,5,NotAttend
A03926,1,attend
A03926,2,NotAttend
A03926,3,NotAttend
A03926,4,NotAttend
A03926,5,NotAttend
A03927,1,NotAttend
A03927,2,NotAttend
A03927,3,NotAttend
A03927,4,NotAttend
A03927,5,attend
A03928,1,NotAttend
A03928,2,attend
A03928,3,NotAttend
A03928,4,NotAttend
A03928,5,NotAttend
A03929,1,NotAttend
A03929,2,NotAttend
A03929,3,NotAttend
A03929,4,attend
A03929,5,attend
A03930,1,NotAttend
A03930,2,attend
A03930,3,NotAttend
A03930,4,NotAttend
A03930,5,NotAttend
A03931,1,NotAttend
A03931,2,NotAttend
A03931,3,NotAttend
A03931,4,NotAttend
A03931,5,NotAttend
A03932,1,NotAttend
A03932,2,NotAttend
A03932,3,NotAttend
A03932,4,NotAttend
A03932,5,NotAttend
A03933,1,NotAttend
A03933,2,NotAttend
A03933,3,NotAttend
A03933,4,NotAttend
A03933,5,NotAttend
A03934,1,NotAttend
A03934,2,NotAttend
A03934,3,NotAttend
A03934,4,attend
A03934,5,NotAttend
A03935,1,attend
A03935,2,attend
A03935,3,attend
A03935,4,NotAttend
A03935,5,attend
A03936,1,NotAttend
A03936,2,NotAttend
A03936,3,attend
A03936,4,NotAttend
A03936,5,NotAttend
A03937,1,NotAttend
A03937,2,attend
A03937,3,NotAttend
A03937,4,attend
A03937,5,NotAttend
A03938,1,NotAttend
A03938,2,NotAttend
A03938,3,attend
A03938,4,NotAttend
A03938,5,NotAttend
A03939,1,attend
A03939,2,NotAttend
A03939,3,NotAttend
A03939,4,NotAttend
A03939,5,NotAttend
A03940,1,NotAttend
A03940,2,NotAttend
A03940,3,NotAttend
A03940,4,NotAttend
A03940,5,NotAttend
A03941,1,NotAttend
A03941,2,NotAttend
A03941,3,NotAttend
A03941,4,NotAttend
A03941,5,NotAttend
A03942,1,NotAttend
A03942,2,attend
A03942,3,NotAttend
A03942,4,NotAttend
A03942,5,attend
A03943,1,NotAttend
A03943,2,NotAttend
A03943,3,NotAttend
A03943,4,NotAttend
A03943,5,NotAttend
A03944,1,attend
A03944,2,NotAttend
A03944,3,NotAttend
A03944,4,NotAttend
A03944,5,NotAttend
A03945,1,NotAttend
A03945,2,NotAttend
A03945,3,attend
A03945,4,NotAttend
A03945,5,NotAttend
A03946,1,NotAttend
A03946,2,NotAttend
A03946,3,NotAttend
A03946,4,NotAttend
A03946,5,NotAttend
A03947,1,NotAttend
A03947,2,attend
A03947,3,NotAttend
A03947,4,NotAttend
A03947,5,attend
A03948,1,attend
A03948,2,NotAttend
A03948,3,NotAttend
A03948,4,NotAttend
A03948,5,NotAttend
A03949,1,NotAttend
A03949,2,NotAttend
A03949,3,attend
A03949,4,NotAttend
A03949,5,NotAttend
A03950,1,NotAttend
A03950,2,NotAttend
A03950,3,NotAttend
A03950,4,NotAttend
A03950,5,attend
A03951,1,NotAttend
A03951,2,NotAttend
A03951,3,NotAttend
A03951,4,NotAttend
A03951,5,NotAttend
A03952,1,NotAttend
A03952,2,attend
A03952,3,NotAttend
A03952,4,NotAttend
A03952,5,NotAttend
A03953,1,NotAttend
A03953,2,attend
A03953,3,NotAttend
A03953,4,NotAttend
A03953,5,NotAttend
