person_number,year,walk
A07882,3,NotAttend
A07882,4,NotAttend
A07882,5,NotAttend
A07883,1,NotAttend
A07883,2,NotAttend
A07883,3,attend
A07883,4,NotAttend
A07883,5,NotAttend
A07884,1,NotAttend
A07884,2,NotAttend
A07884,3,NotAttend
A07884,4,NotAttend
A07884,5,NotAttend
A07885,1,NotAttend
A07885,2,NotAttend
A07885,3,NotAttend
A07885,4,NotAttend
A07885,5,NotAttend
A07886,1,NotAttend
A07886,2,NotAttend
A07886,3,attend
A07886,4,attend
A07886,5,NotAttend
A07887,1,attend
A07887,2,NotAttend
A07887,3,NotAttend
A07887,4,attend
A07887,5,NotAttend
A07888,1,NotAttend
A07888,2,NotAttend
A07888,3,attend
A07888,4,NotAttend
A07888,5,NotAttend
A07889,1,NotAttend
A07889,2,NotAttend
A07889,3,NotAttend
A07889,4,NotAttend
A07889,5,attend
A07890,1,attend
A07890,2,NotAttend
A07890,3,NotAttend
A07890,4,NotAttend
A07890,5,NotAttend
A07891,1,NotAttend
A07891,2,NotAttend
A07891,3,NotAttend
A07891,4,attend
A07891,5,NotAttend
A07892,1,attend
A07892,2,attend
A07892,3,NotAttend
A07892,4,NotAttend
A07892,5,NotAttend
A07893,1,NotAttend
A07893,2,NotAttend
A07893,3,NotAttend
A07893,4,NotAttend
A07893,5,NotAttend
A07894,1,NotAttend
A07894,2,NotAttend
A07894,3,attend
A07894,4,NotAttend
A07894,5,NotAttend
A07895,1,NotAttend
A07895,2,NotAttend
A07895,3,attend
A07895,4,NotAttend
A07895,5,NotAttend
A07896,1,NotAttend
A07896,2,NotAttend
A07896,3,NotAttend
A07896,4,NotAttend
A07896,5,NotAttend
A07897,1,NotAttend
A07897,2,NotAttend
A07897,3,NotAttend
A07897,4,NotAttend
A07897,5,NotAttend
A07898,1,NotAttend
A07898,2,NotAttend
A07898,3,NotAttend
A07898,4,NotAttend
A07898,5,NotAttend
A07899,1,attend
A07899,2,NotAttend
A07899,3,NotAttend
A07899,4,NotAttend
A07899,5,attend
A07900,1,NotAttend
A07900,2,NotAttend
A07900,3,NotAttend
A07900,4,NotAttend
A07900,5,NotAttend
A07901,1,NotAttend
A07901,2,attend
A07901,3,NotAttend
A07901,4,NotAttend
A07901,5,NotAttend
A07902,1,attend
A07902,2,NotAttend
A07902,3,NotAttend
A07902,4,NotAttend
A07902,5,NotAttend
A07903,1,NotAttend
A07903,2,attend
A07903,3,attend
A07903,4,NotAttend
A07903,5,NotAttend
A07904,1,NotAttend
A07904,2,NotAttend
A07904,3,NotAttend
A07904,4,attend
A07904,5,NotAttend
A07905,1,NotAttend
A07905,2,NotAttend
A07905,3,NotAttend
A07905,4,NotAttend
A07905,5,NotAttend
A07906,1,NotAttend
A07906,2,NotAttend
A07906,3,NotAttend
A07906,4,NotAttend
A07906,5,NotAttend
A07907,1,NotAttend
A07907,2,NotAttend
A07907,3,NotAttend
A07907,4,NotAttend
A07907,5,NotAttend
A07908,1,NotAttend
A07908,2,NotAttend
A07908,3,NotAttend
A07908,4,NotAttend
A07908,5,attend
A07909,1,NotAttend
A07909,2,NotAttend
A07909,3,attend
A07909,4,NotAttend
A07909,5,NotAttend
A07910,1,attend
A07910,2,NotAttend
A07910,3,NotAttend
A07910,4,NotAttend
A07910,5,NotAttend
A07911,1,NotAttend
A07911,2,NotAttend
A07911,3,NotAttend
A07911,4,NotAttend
A07911,5,NotAttend
A07912,1,NotAttend
A07912,2,NotAttend
A07912,3,NotAttend
A07912,4,NotAttend
A07912,5,NotAttend
A07913,1,attend
A07913,2,NotAttend
A07913,3,NotAttend
A07913,4,NotAttend
A07913,5,NotAttend
A07914,1,NotAttend
A07914,2,NotAttend
A07914,3,NotAttend
A07914,4,NotAttend
A07914,5,NotAttend
A07915,1,NotAttend
A07915,2,attend
A07915,3,attend
A07915,4,NotAttend
A07915,5,NotAttend
A07916,1,NotAttend
A07916,2,NotAttend
A07916,3,attend
A07916,4,NotAttend
A07916,5,NotAttend
A07917,1,NotAttend
A07917,2,NotAttend
A07917,3,NotAttend
A07917,4,NotAttend
A07917,5,NotAttend
A07918,1,attend
A07918,2,attend
A07918,3,NotAttend
A07918,4,NotAttend
A07918,5,NotAttend
A07919,1,NotAttend
A07919,2,attend
A07919,3,NotAttend
A07919,4,attend
A07919,5,NotAttend
A07920,1,NotAttend
A07920,2,NotAttend
A07920,3,NotAttend
A07920,4,NotAttend
A07920,5,NotAttend
A07921,1,NotAttend
A07921,2,NotAttend
A07921,3,NotAttend
A07921,4,NotAttend
A07921,5,NotAttend
A07922,1,NotAttend
A07922,2,NotAttend
A07922,3,NotAttend
A07922,4,NotAttend
A07922,5,NotAttend
A07923,1,attend
A07923,2,NotAttend
A07923,3,attend
A07923,4,attend
A07923,5,NotAttend
A07924,1,NotAttend
A07924,2,NotAttend
A07924,3,NotAttend
A07924,4,NotAttend
A07924,5,NotAttend
A07925,1,NotAttend
A07925,2,attend
A07925,3,NotAttend
A07925,4,attend
A07925,5,attend
A07926,1,NotAttend
A07926,2,attend
A07926,3,NotAttend
A07926,4,NotAttend
A07926,5,NotAttend
A07927,1,NotAttend
A07927,2,NotAttend
A07927,3,NotAttend
A07927,4,NotAttend
A07927,5,NotAttend
A07928,1,NotAttend
A07928,2,NotAttend
A07928,3,NotAttend
A07928,4,NotAttend
A07928,5,NotAttend
A07929,1,NotAttend
A07929,2,NotAttend
A07929,3,attend
A07929,4,NotAttend
A07929,5,NotAttend
A07930,1,NotAttend
A07930,2,NotAttend
A07930,3,NotAttend
A07930,4,NotAttend
A07930,5,NotAttend
A07931,1,NotAttend
A07931,2,NotAttend
A07931,3,NotAttend
A07931,4,NotAttend
A07931,5,NotAttend
A07932,1,NotAttend
A07932,2,NotAttend
A07932,3,NotAttend
A07932,4,attend
A07932,5,NotAttend
A07933,1,NotAttend
A07933,2,NotAttend
A07933,3,NotAttend
A07933,4,NotAttend
A07933,5,NotAttend
A07934,1,NotAttend
A07934,2,NotAttend
A07934,3,NotAttend
A07934,4,NotAttend
A07934,5,NotAttend
A07935,1,NotAttend
A07935,2,NotAttend
A07935,3,NotAttend
A07935,4,attend
A07935,5,NotAttend
A07936,1,NotAttend
A07936,2,attend
A07936,3,NotAttend
A07936,4,NotAttend
A07936,5,NotAttend
A07937,1,NotAttend
A07937,2,NotAttend
A07937,3,NotAttend
A07937,4,NotAttend
A07937,5,NotAttend
A07938,1,NotAttend
A07938,2,NotAttend
A07938,3,NotAttend
A07938,4,NotAttend
A07938,5,NotAttend
A07939,1,NotAttend
A07939,2,NotAttend
A07939,3,NotAttend
A07939,4,NotAttend
A07939,5,NotAttend
A07940,1,NotAttend
A07940,2,NotAttend
A07940,3,NotAttend
A07940,4,NotAttend
A07940,5,NotAttend
A07941,1,NotAttend
A07941,2,NotAttend
A07941,3,NotAttend
A07941,4,attend
A07941,5,NotAttend
A07942,1,NotAttend
A07942,2,NotAttend
A07942,3,NotAttend
A07942,4,attend
A07942,5,NotAttend
A07943,1,NotAttend
A07943,2,NotAttend
A07943,3,NotAttend
A07943,4,NotAttend
A07943,5,attend
A07944,1,NotAttend
A07944,2,NotAttend
A07944,3,NotAttend
A07944,4,NotAttend
A07944,5,NotAttend
A07945,1,NotAttend
A07945,2,NotAttend
A07945,3,NotAttend
A07945,4,NotAttend
A07945,5,NotAttend
A07946,1,NotAttend
A07946,2,NotAttend
A07946,3,attend
A07946,4,NotAttend
A07946,5,NotAttend
A07947,1,NotAttend
A07947,2,attend
A07947,3,NotAttend
A07947,4,NotAttend
A07947,5,attend
A07948,1,NotAttend
A07948,2,NotAttend
A07948,3,NotAttend
A07948,4,NotAttend
A07948,5,NotAttend
A07949,1,NotAttend
A07949,2,NotAttend
A07949,3,NotAttend
A07949,4,NotAttend
A07949,5,NotAttend
A07950,1,NotAttend
A07950,2,attend
A07950,3,NotAttend
A07950,4,attend
A07950,5,NotAttend
A07951,1,NotAttend
A07951,2,NotAttend
A07951,3,NotAttend
A07951,4,NotAttend
A07951,5,NotAttend
A07952,1,attend
A07952,2,NotAttend
A07952,3,attend
A07952,4,NotAttend
A07952,5,NotAttend
A07953,1,NotAttend
A07953,2,NotAttend
A07953,3,NotAttend
A07953,4,NotAttend
A07953,5,NotAttend
A07954,1,NotAttend
A07954,2,NotAttend
A07954,3,NotAttend
A07954,4,NotAttend
A07954,5,NotAttend
A07955,1,NotAttend
A07955,2,NotAttend
A07955,3,NotAttend
A07955,4,NotAttend
A07955,5,NotAttend
A07956,1,NotAttend
A07956,2,NotAttend
A07956,3,NotAttend
A07956,4,NotAttend
A07956,5,NotAttend
A07957,1,NotAttend
A07957,2,attend
A07957,3,NotAttend
A07957,4,attend
A07957,5,NotAttend
A07958,1,NotAttend
A07958,2,NotAttend
A07958,3,NotAttend
A07958,4,attend
A07958,5,NotAttend
A07959,1,NotAttend
A07959,2,NotAttend
A07959,3,NotAttend
A07959,4,attend
A07959,5,NotAttend
A07960,1,NotAttend
A07960,2,NotAttend
A07960,3,NotAttend
A07960,4,attend
A07960,5,NotAttend
A07961,1,NotAttend
A07961,2,attend
A07961,3,NotAttend
A07961,4,NotAttend
A07961,5,NotAttend
A07962,1,NotAttend
A07962,2,attend
A07962,3,NotAttend
A07962,4,NotAttend
A07962,5,NotAttend
A07963,1,NotAttend
A07963,2,NotAttend
A07963,3,attend
A07963,4,attend
A07963,5,NotAttend
A07964,1,attend
A07964,2,NotAttend
A07964,3,NotAttend
A07964,4,attend
A07964,5,NotAttend
A07965,1,NotAttend
A07965,2,NotAttend
A07965,3,NotAttend
A07965,4,NotAttend
A07965,5,NotAttend
A07966,1,NotAttend
A07966,2,NotAttend
A07966,3,attend
A07966,4,attend
A07966,5,attend
A07967,1,NotAttend
A07967,2,NotAttend
A07967,3,NotAttend
A07967,4,NotAttend
A07967,5,NotAttend
A07968,1,NotAttend
A07968,2,NotAttend
A07968,3,NotAttend
A07968,4,NotAttend
A07968,5,NotAttend
A07969,1,NotAttend
A07969,2,NotAttend
A07969,3,NotAttend
A07969,4,NotAttend
A07969,5,NotAttend
A07970,1,NotAttend
A07970,2,NotAttend
A07970,3,NotAttend
A07970,4,NotAttend
A07970,5,NotAttend
A07971,1,NotAttend
A07971,2,NotAttend
A07971,3,NotAttend
A07971,4,NotAttend
A07971,5,attend
A07972,1,NotAttend
A07972,2,NotAttend
A07972,3,NotAttend
A07972,4,NotAttend
A07972,5,NotAttend
A07973,1,NotAttend
A07973,2,NotAttend
A07973,3,NotAttend
A07973,4,NotAttend
A07973,5,NotAttend
A07974,1,NotAttend
A07974,2,attend
A07974,3,attend
A07974,4,NotAttend
A07974,5,NotAttend
A07975,1,NotAttend
A07975,2,NotAttend
A07975,3,NotAttend
A07975,4,NotAttend
A07975,5,NotAttend
A07976,1,NotAttend
A07976,2,NotAttend
A07976,3,NotAttend
A07976,4,NotAttend
A07976,5,NotAttend
A07977,1,NotAttend
A07977,2,attend
A07977,3,NotAttend
A07977,4,attend
A07977,5,attend
A07978,1,NotAttend
A07978,2,NotAttend
A07978,3,NotAttend
A07978,4,NotAttend
A07978,5,NotAttend
A07979,1,NotAttend
A07979,2,NotAttend
A07979,3,NotAttend
A07979,4,NotAttend
A07979,5,NotAttend
A07980,1,attend
A07980,2,NotAttend
A07980,3,NotAttend
A07980,4,NotAttend
A07980,5,NotAttend
A07981,1,NotAttend
A07981,2,attend
A07981,3,attend
A07981,4,NotAttend
A07981,5,NotAttend
A07982,1,NotAttend
A07982,2,NotAttend
A07982,3,attend
A07982,4,NotAttend
A07982,5,NotAttend
A07983,1,NotAttend
A07983,2,NotAttend
A07983,3,NotAttend
A07983,4,NotAttend
A07983,5,NotAttend
A07984,1,NotAttend
A07984,2,NotAttend
A07984,3,NotAttend
A07984,4,NotAttend
A07984,5,NotAttend
A07985,1,NotAttend
A07985,2,NotAttend
A07985,3,NotAttend
A07985,4,NotAttend
A07985,5,attend
A07986,1,NotAttend
A07986,2,NotAttend
A07986,3,NotAttend
A07986,4,NotAttend
A07986,5,attend
A07987,1,NotAttend
A07987,2,attend
A07987,3,NotAttend
A07987,4,NotAttend
A07987,5,NotAttend
A07988,1,NotAttend
A07988,2,NotAttend
A07988,3,NotAttend
A07988,4,NotAttend
A07988,5,attend
A07989,1,NotAttend
A07989,2,NotAttend
A07989,3,attend
A07989,4,NotAttend
A07989,5,NotAttend
A07990,1,NotAttend
A07990,2,NotAttend
A07990,3,NotAttend
A07990,4,NotAttend
A07990,5,attend
A07991,1,NotAttend
A07991,2,attend
A07991,3,NotAttend
A07991,4,NotAttend
A07991,5,NotAttend
A07992,1,NotAttend
A07992,2,attend
A07992,3,NotAttend
A07992,4,attend
A07992,5,NotAttend
A07993,1,NotAttend
A07993,2,NotAttend
A07993,3,NotAttend
A07993,4,NotAttend
A07993,5,NotAttend
A07994,1,NotAttend
A07994,2,NotAttend
A07994,3,attend
A07994,4,NotAttend
A07994,5,attend
A07995,1,NotAttend
A07995,2,NotAttend
A07995,3,attend
A07995,4,NotAttend
A07995,5,NotAttend
A07996,1,attend
A07996,2,NotAttend
A07996,3,NotAttend
A07996,4,NotAttend
A07996,5,NotAttend
A07997,1,NotAttend
A07997,2,NotAttend
A07997,3,NotAttend
A07997,4,NotAttend
A07997,5,NotAttend
A07998,1,NotAttend
A07998,2,attend
A07998,3,NotAttend
A07998,4,NotAttend
A07998,5,attend
A07999,1,attend
A07999,2,NotAttend
A07999,3,NotAttend
A07999,4,NotAttend
A07999,5,NotAttend
A08000,1,NotAttend
A08000,2,NotAttend
A08000,3,NotAttend
A08000,4,NotAttend
A08000,5,NotAttend
A08001,1,NotAttend
A08001,2,NotAttend
A08001,3,NotAttend
A08001,4,NotAttend
A08001,5,NotAttend
A08002,1,NotAttend
A08002,2,NotAttend
A08002,3,NotAttend
A08002,4,NotAttend
A08002,5,NotAttend
A08003,1,NotAttend
A08003,2,NotAttend
A08003,3,NotAttend
A08003,4,NotAttend
A08003,5,NotAttend
A08004,1,NotAttend
A08004,2,NotAttend
A08004,3,NotAttend
A08004,4,NotAttend
A08004,5,NotAttend
A08005,1,NotAttend
A08005,2,NotAttend
A08005,3,NotAttend
A08005,4,NotAttend
A08005,5,NotAttend
A08006,1,NotAttend
A08006,2,NotAttend
A08006,3,NotAttend
A08006,4,NotAttend
A08006,5,NotAttend
A08007,1,NotAttend
A08007,2,NotAttend
A08007,3,NotAttend
A08007,4,NotAttend
A08007,5,attend
A08008,1,NotAttend
A08008,2,NotAttend
A08008,3,attend
A08008,4,NotAttend
A08008,5,NotAttend
A08009,1,attend
A08009,2,NotAttend
A08009,3,NotAttend
A08009,4,NotAttend
A08009,5,NotAttend
A08010,1,NotAttend
A08010,2,NotAttend
A08010,3,NotAttend
A08010,4,NotAttend
A08010,5,NotAttend
A08011,1,NotAttend
A08011,2,NotAttend
A08011,3,NotAttend
A08011,4,NotAttend
A08011,5,attend
A08012,1,NotAttend
A08012,2,NotAttend
A08012,3,NotAttend
A08012,4,NotAttend
A08012,5,NotAttend
A08013,1,NotAttend
A08013,2,NotAttend
A08013,3,attend
A08013,4,NotAttend
A08013,5,attend
A08014,1,NotAttend
A08014,2,attend
A08014,3,attend
A08014,4,NotAttend
A08014,5,NotAttend
A08015,1,NotAttend
A08015,2,attend
A08015,3,NotAttend
A08015,4,NotAttend
A08015,5,NotAttend
A08016,1,NotAttend
A08016,2,NotAttend
A08016,3,NotAttend
A08016,4,NotAttend
A08016,5,NotAttend
A08017,1,NotAttend
A08017,2,NotAttend
A08017,3,NotAttend
A08017,4,NotAttend
A08017,5,NotAttend
A08018,1,NotAttend
A08018,2,NotAttend
A08018,3,NotAttend
A08018,4,NotAttend
A08018,5,NotAttend
A08019,1,NotAttend
A08019,2,NotAttend
A08019,3,NotAttend
A08019,4,NotAttend
A08019,5,NotAttend
A08020,1,NotAttend
A08020,2,NotAttend
A08020,3,NotAttend
A08020,4,attend
A08020,5,NotAttend
A08021,1,NotAttend
A08021,2,NotAttend
A08021,3,attend
A08021,4,attend
A08021,5,NotAttend
A08022,1,NotAttend
A08022,2,NotAttend
A08022,3,NotAttend
A08022,4,NotAttend
A08022,5,NotAttend
A08023,1,NotAttend
A08023,2,NotAttend
A08023,3,NotAttend
A08023,4,NotAttend
A08023,5,NotAttend
A08024,1,NotAttend
A08024,2,NotAttend
A08024,3,NotAttend
A08024,4,NotAttend
A08024,5,NotAttend
A08025,1,NotAttend
A08025,2,NotAttend
A08025,3,NotAttend
A08025,4,NotAttend
A08025,5,NotAttend
A08026,1,NotAttend
A08026,2,NotAttend
A08026,3,NotAttend
A08026,4,NotAttend
A08026,5,NotAttend
A08027,1,NotAttend
A08027,2,NotAttend
A08027,3,NotAttend
A08027,4,attend
A08027,5,NotAttend
A08028,1,NotAttend
A08028,2,attend
A08028,3,NotAttend
A08028,4,NotAttend
A08028,5,attend
A08029,1,NotAttend
A08029,2,NotAttend
A08029,3,attend
A08029,4,attend
A08029,5,NotAttend
A08030,1,NotAttend
A08030,2,attend
A08030,3,attend
A08030,4,NotAttend
A08030,5,NotAttend
A08031,1,NotAttend
A08031,2,NotAttend
A08031,3,NotAttend
A08031,4,NotAttend
A08031,5,NotAttend
A08032,1,NotAttend
A08032,2,NotAttend
A08032,3,NotAttend
A08032,4,NotAttend
A08032,5,NotAttend
A08033,1,NotAttend
A08033,2,NotAttend
A08033,3,NotAttend
A08033,4,NotAttend
A08033,5,NotAttend
A08034,1,NotAttend
A08034,2,NotAttend
A08034,3,NotAttend
A08034,4,NotAttend
A08034,5,NotAttend
A08035,1,NotAttend
A08035,2,NotAttend
A08035,3,NotAttend
A08035,4,NotAttend
A08035,5,NotAttend
A08036,1,attend
A08036,2,NotAttend
A08036,3,NotAttend
A08036,4,NotAttend
A08036,5,NotAttend
A08037,1,attend
A08037,2,NotAttend
A08037,3,attend
A08037,4,attend
A08037,5,NotAttend
A08038,1,attend
A08038,2,NotAttend
A08038,3,NotAttend
A08038,4,NotAttend
A08038,5,NotAttend
A08039,1,NotAttend
A08039,2,NotAttend
A08039,3,attend
A08039,4,NotAttend
A08039,5,NotAttend
A08040,1,NotAttend
A08040,2,NotAttend
A08040,3,NotAttend
A08040,4,NotAttend
A08040,5,NotAttend
A08041,1,NotAttend
A08041,2,NotAttend
A08041,3,NotAttend
A08041,4,NotAttend
A08041,5,NotAttend
A08042,1,NotAttend
A08042,2,NotAttend
A08042,3,attend
A08042,4,NotAttend
A08042,5,NotAttend
A08043,1,NotAttend
A08043,2,NotAttend
A08043,3,NotAttend
A08043,4,NotAttend
A08043,5,NotAttend
A08044,1,NotAttend
A08044,2,NotAttend
A08044,3,NotAttend
A08044,4,NotAttend
A08044,5,NotAttend
A08045,1,NotAttend
A08045,2,NotAttend
A08045,3,NotAttend
A08045,4,NotAttend
A08045,5,NotAttend
A08046,1,NotAttend
A08046,2,NotAttend
A08046,3,NotAttend
A08046,4,NotAttend
A08046,5,NotAttend
A08047,1,attend
A08047,2,NotAttend
A08047,3,NotAttend
A08047,4,NotAttend
A08047,5,NotAttend
A08048,1,NotAttend
A08048,2,NotAttend
A08048,3,NotAttend
A08048,4,NotAttend
A08048,5,NotAttend
A08049,1,NotAttend
A08049,2,NotAttend
A08049,3,NotAttend
A08049,4,NotAttend
A08049,5,NotAttend
A08050,1,attend
A08050,2,NotAttend
A08050,3,NotAttend
A08050,4,NotAttend
A08050,5,NotAttend
A08051,1,NotAttend
A08051,2,NotAttend
A08051,3,NotAttend
A08051,4,NotAttend
A08051,5,NotAttend
A08052,1,NotAttend
A08052,2,NotAttend
A08052,3,NotAttend
A08052,4,NotAttend
A08052,5,NotAttend
A08053,1,NotAttend
A08053,2,NotAttend
A08053,3,NotAttend
A08053,4,NotAttend
A08053,5,NotAttend
A08054,1,NotAttend
A08054,2,NotAttend
A08054,3,NotAttend
A08054,4,NotAttend
A08054,5,NotAttend
A08055,1,NotAttend
A08055,2,NotAttend
A08055,3,NotAttend
A08055,4,NotAttend
A08055,5,NotAttend
A08056,1,attend
A08056,2,NotAttend
A08056,3,NotAttend
A08056,4,attend
A08056,5,NotAttend
A08057,1,NotAttend
A08057,2,NotAttend
A08057,3,NotAttend
A08057,4,attend
A08057,5,NotAttend
A08058,1,NotAttend
A08058,2,NotAttend
A08058,3,NotAttend
A08058,4,attend
A08058,5,NotAttend
A08059,1,NotAttend
A08059,2,NotAttend
A08059,3,NotAttend
A08059,4,NotAttend
A08059,5,attend
A08060,1,NotAttend
A08060,2,NotAttend
A08060,3,NotAttend
A08060,4,NotAttend
A08060,5,NotAttend
A08061,1,NotAttend
A08061,2,NotAttend
A08061,3,NotAttend
A08061,4,NotAttend
A08061,5,NotAttend
A08062,1,NotAttend
A08062,2,NotAttend
A08062,3,NotAttend
A08062,4,NotAttend
A08062,5,NotAttend
A08063,1,NotAttend
A08063,2,NotAttend
A08063,3,NotAttend
A08063,4,NotAttend
A08063,5,NotAttend
A08064,1,NotAttend
A08064,2,NotAttend
A08064,3,attend
A08064,4,NotAttend
A08064,5,NotAttend
A08065,1,NotAttend
A08065,2,NotAttend
A08065,3,NotAttend
A08065,4,NotAttend
A08065,5,NotAttend
A08066,1,NotAttend
A08066,2,NotAttend
A08066,3,NotAttend
A08066,4,NotAttend
A08066,5,NotAttend
A08067,1,NotAttend
A08067,2,NotAttend
A08067,3,NotAttend
A08067,4,NotAttend
A08067,5,NotAttend
A08068,1,NotAttend
A08068,2,NotAttend
A08068,3,NotAttend
A08068,4,attend
A08068,5,NotAttend
A08069,1,NotAttend
A08069,2,NotAttend
A08069,3,NotAttend
A08069,4,NotAttend
A08069,5,NotAttend
A08070,1,NotAttend
A08070,2,NotAttend
A08070,3,attend
A08070,4,attend
A08070,5,NotAttend
A08071,1,NotAttend
A08071,2,NotAttend
A08071,3,NotAttend
A08071,4,NotAttend
A08071,5,NotAttend
A08072,1,NotAttend
A08072,2,NotAttend
A08072,3,NotAttend
A08072,4,NotAttend
A08072,5,NotAttend
A08073,1,attend
A08073,2,NotAttend
A08073,3,NotAttend
A08073,4,NotAttend
A08073,5,NotAttend
A08074,1,NotAttend
A08074,2,attend
A08074,3,NotAttend
A08074,4,NotAttend
A08074,5,attend
A08075,1,NotAttend
A08075,2,NotAttend
A08075,3,NotAttend
A08075,4,NotAttend
A08075,5,NotAttend
A08076,1,NotAttend
A08076,2,attend
A08076,3,NotAttend
A08076,4,NotAttend
A08076,5,attend
A08077,1,attend
A08077,2,attend
A08077,3,NotAttend
A08077,4,NotAttend
A08077,5,NotAttend
A08078,1,NotAttend
A08078,2,NotAttend
A08078,3,NotAttend
A08078,4,NotAttend
A08078,5,NotAttend
A08079,1,NotAttend
A08079,2,NotAttend
A08079,3,NotAttend
A08079,4,NotAttend
A08079,5,NotAttend
A08080,1,NotAttend
A08080,2,NotAttend
A08080,3,NotAttend
A08080,4,NotAttend
A08080,5,NotAttend
A08081,1,NotAttend
A08081,2,NotAttend
A08081,3,NotAttend
A08081,4,NotAttend
A08081,5,NotAttend
A08082,1,NotAttend
A08082,2,attend
A08082,3,NotAttend
A08082,4,NotAttend
A08082,5,NotAttend
A08083,1,NotAttend
A08083,2,NotAttend
A08083,3,NotAttend
A08083,4,NotAttend
A08083,5,NotAttend
A08084,1,NotAttend
A08084,2,NotAttend
A08084,3,NotAttend
A08084,4,NotAttend
A08084,5,NotAttend
A08085,1,NotAttend
A08085,2,NotAttend
A08085,3,NotAttend
A08085,4,attend
A08085,5,NotAttend
A08086,1,NotAttend
A08086,2,NotAttend
A08086,3,NotAttend
A08086,4,NotAttend
A08086,5,NotAttend
A08087,1,NotAttend
A08087,2,NotAttend
A08087,3,NotAttend
A08087,4,NotAttend
A08087,5,NotAttend
A08088,1,attend
A08088,2,NotAttend
A08088,3,NotAttend
A08088,4,attend
A08088,5,NotAttend
A08089,1,NotAttend
A08089,2,NotAttend
A08089,3,NotAttend
A08089,4,NotAttend
A08089,5,NotAttend
A08090,1,attend
A08090,2,attend
A08090,3,NotAttend
A08090,4,NotAttend
A08090,5,NotAttend
A08091,1,NotAttend
A08091,2,NotAttend
A08091,3,NotAttend
A08091,4,attend
A08091,5,NotAttend
A08092,1,NotAttend
A08092,2,NotAttend
A08092,3,NotAttend
A08092,4,NotAttend
A08092,5,NotAttend
A08093,1,attend
A08093,2,NotAttend
A08093,3,NotAttend
A08093,4,NotAttend
A08093,5,NotAttend
A08094,1,NotAttend
A08094,2,NotAttend
A08094,3,NotAttend
A08094,4,NotAttend
A08094,5,NotAttend
A08095,1,NotAttend
A08095,2,attend
A08095,3,attend
A08095,4,NotAttend
A08095,5,attend
A08096,1,NotAttend
A08096,2,NotAttend
A08096,3,NotAttend
A08096,4,attend
A08096,5,NotAttend
A08097,1,NotAttend
A08097,2,NotAttend
A08097,3,NotAttend
A08097,4,NotAttend
A08097,5,NotAttend
A08098,1,attend
A08098,2,NotAttend
A08098,3,NotAttend
A08098,4,attend
A08098,5,attend
A08099,1,NotAttend
A08099,2,NotAttend
A08099,3,NotAttend
A08099,4,NotAttend
A08099,5,NotAttend
A08100,1,attend
A08100,2,NotAttend
A08100,3,NotAttend
A08100,4,NotAttend
A08100,5,NotAttend
A08101,1,NotAttend
A08101,2,attend
A08101,3,NotAttend
A08101,4,NotAttend
A08101,5,NotAttend
A08102,1,NotAttend
A08102,2,NotAttend
A08102,3,NotAttend
A08102,4,NotAttend
A08102,5,NotAttend
A08103,1,attend
A08103,2,NotAttend
A08103,3,NotAttend
A08103,4,NotAttend
A08103,5,NotAttend
A08104,1,NotAttend
A08104,2,NotAttend
A08104,3,NotAttend
A08104,4,NotAttend
A08104,5,attend
A08105,1,NotAttend
A08105,2,attend
A08105,3,NotAttend
A08105,4,NotAttend
A08105,5,NotAttend
A08106,1,NotAttend
A08106,2,NotAttend
A08106,3,NotAttend
A08106,4,NotAttend
A08106,5,NotAttend
A08107,1,NotAttend
A08107,2,attend
A08107,3,NotAttend
A08107,4,attend
A08107,5,attend
A08108,1,NotAttend
A08108,2,NotAttend
A08108,3,NotAttend
A08108,4,NotAttend
A08108,5,NotAttend
A08109,1,NotAttend
A08109,2,NotAttend
A08109,3,NotAttend
A08109,4,NotAttend
A08109,5,NotAttend
A08110,1,attend
A08110,2,NotAttend
A08110,3,attend
A08110,4,attend
A08110,5,NotAttend
A08111,1,NotAttend
A08111,2,NotAttend
A08111,3,attend
A08111,4,NotAttend
A08111,5,NotAttend
A08112,1,attend
A08112,2,NotAttend
A08112,3,NotAttend
A08112,4,NotAttend
A08112,5,NotAttend
A08113,1,NotAttend
A08113,2,NotAttend
A08113,3,NotAttend
A08113,4,NotAttend
A08113,5,NotAttend
A08114,1,NotAttend
A08114,2,NotAttend
A08114,3,NotAttend
A08114,4,NotAttend
A08114,5,NotAttend
A08115,1,NotAttend
A08115,2,NotAttend
A08115,3,NotAttend
A08115,4,NotAttend
A08115,5,NotAttend
A08116,1,NotAttend
A08116,2,NotAttend
A08116,3,attend
A08116,4,attend
A08116,5,NotAttend
A08117,1,NotAttend
A08117,2,NotAttend
A08117,3,NotAttend
A08117,4,NotAttend
A08117,5,NotAttend
A08118,1,NotAttend
A08118,2,NotAttend
A08118,3,NotAttend
A08118,4,NotAttend
A08118,5,NotAttend
A08119,1,NotAttend
A08119,2,NotAttend
A08119,3,NotAttend
A08119,4,NotAttend
A08119,5,attend
A08120,1,NotAttend
A08120,2,NotAttend
A08120,3,NotAttend
A08120,4,NotAttend
A08120,5,NotAttend
A08121,1,attend
A08121,2,NotAttend
A08121,3,NotAttend
A08121,4,NotAttend
A08121,5,NotAttend
A08122,1,NotAttend
A08122,2,NotAttend
A08122,3,NotAttend
A08122,4,NotAttend
A08122,5,NotAttend
A08123,1,NotAttend
A08123,2,NotAttend
A08123,3,NotAttend
A08123,4,NotAttend
